A	Name	RAJ2000	DEJ2000	logM*	Dmean
 	 	deg	deg	[Msun]	Mpc
-	----------	---------	---------	------	-------
 	NGC0253   	011.88822	-25.28826	      	  3.141
 	NGC0254   	011.86515	-31.42178	10.064	 17.100
 	NGC0255   	011.94693	-11.46873	 9.798	 20.000
 	NGC0274   	012.75769	-07.05698	 9.949	 20.325
 	NGC0275   	012.76855	-07.06573	 9.844	 21.900
 	NGC0289   	013.17610	-31.20582	10.631	 22.767
 	NGC0298   	013.75955	-07.33295	 9.308	
 	NGC0300   	013.72267	-37.68420	 9.327	  1.972
 	NGC0337   	014.95875	-07.57818	10.211	 22.129
 	NGC0337A  	015.39141	-07.58806	 9.241	 13.700
 	NGC0360   	015.71446	-65.60998	10.478	 32.762
 	NGC0406   	016.85086	-69.87557	 9.721	 20.612
 	NGC0428   	018.23175	+00.98168	 9.759	 14.660
 	NGC0450   	018.87694	-00.86085	 9.699	 20.050
 	NGC0470   	019.93685	+03.40990	10.755	 38.867
 	NGC0473   	019.97938	+16.54477	10.216	 29.800
 	NGC0474   	020.02784	+03.41553	10.639	 30.880
 	NGC0485   	020.36508	+07.01825	 9.922	 35.733
 	NGC0488   	020.44492	+05.25681	11.226	 29.300
 	NGC0489   	020.47447	+09.20662	10.511	 43.250
 	NGC0493   	020.53755	+00.94551	 9.967	 25.656
 	NGC0514   	021.01615	+12.91744	10.390	 29.420
 	NGC0518   	021.07353	+09.33094	10.361	
 	NGC0520   	021.14538	+03.79159	10.600	 27.800
 	NGC0522   	021.19096	+09.99472	10.678	 46.117
 	NGC0532   	021.32217	+09.26410	10.552	 31.217
 	NGC0578   	022.61913	-22.66710	10.321	 21.841
 	NGC4496A  	187.91373	+03.93942	 9.839	 15.606
 	NGC4498   	187.91478	+16.85274	 9.741	 17.958
 	NGC4501   	187.99651	+14.42033	11.184	 19.133
 	NGC4502   	188.01349	+16.68768	 9.403	 30.900
 	NGC4503   	188.02594	+11.17646	10.413	 17.033
 	NGC4504   	188.07259	-07.56358	10.153	 21.814
 	NGC4506   	188.04391	+13.41963	 8.934	
 	NGC4517A  	188.11701	+00.39059	 9.668	 22.680
 	NGC4519   	188.37614	+08.65484	10.191	 28.411
 	NGC4522   	188.41522	+09.17442	 9.939	 19.742
 	NGC4523   	188.45014	+15.16909	 9.092	 16.800
 	NGC4525   	188.46308	+30.27746	 9.448	 15.687
 	NGC4527   	188.53528	+02.65399	10.728	 15.046
A	NGC4528   	188.52531	+11.32137	 9.983	 17.556
 	NGC4531   	188.56612	+13.07535	 9.978	 15.200
 	NGC4532   	188.58043	+06.46745	 9.717	 15.589
 	NGC5636   	217.41261	+03.26633	 9.719	
 	NGC5645   	217.66387	+07.27512	 9.860	 22.200
 	NGC5658   	218.11894	+00.29420	 9.434	
 	NGC5660   	217.45765	+49.62267	10.564	 37.200
 	NGC5661   	217.98922	+06.25044	10.059	 48.567
 	NGC5665   	218.10750	+08.07841	10.244	 27.700
 	NGC5667   	217.59542	+59.46974	 9.899	
 	NGC5668   	218.35136	+04.45047	10.210	 26.900
 	NGC5669   	218.18308	+09.89188	10.162	 24.963
 	NGC5673   	217.87915	+49.95848	 9.890	 39.243
 	NGC5676   	218.19530	+49.45788	10.960	 32.454
 	NGC4562   	188.89455	+25.84982	 8.910	 12.500
 	NGC4565   	189.08663	+25.98765	10.882	 11.744
 	NGC4567   	189.13633	+11.25797	10.553	 25.550
 	NGC4568   	189.14296	+11.23885	10.734	 21.000
 	NGC4569   	189.20758	+13.16288	10.638	 12.352
 	NGC4571   	189.23493	+14.21735	10.254	 17.733
 	NGC4572   	188.94167	+74.24617	 9.813	
 	NGC4579   	189.43140	+11.81820	11.098	 19.583
 	NGC4580   	189.45159	+05.36852	10.095	 18.575
 	NGC4584   	189.57452	+13.10994	 9.728	
 	NGC4586   	189.61839	+04.31920	10.128	 17.017
 	NGC4591   	189.80188	+06.01225	10.392	 48.067
 	NGC4592   	189.82830	-00.53197	 9.476	 11.630
 	NGC4593   	189.91437	-05.34414	10.932	 33.933
 	NGC4594   	189.99762	-11.62299	11.253	 10.390
 	NGC4595   	189.96631	+15.29774	 9.540	 16.289
 	NGC4596   	189.98318	+10.17613	10.682	 16.800
 	NGC4597   	190.05281	-05.79932	 9.571	 17.000
 	NGC4599   	190.11292	+01.19694	10.073	
 	NGC4602   	190.15384	-05.13283	10.766	 34.693
 	NGC4604   	190.18731	-05.30251	 9.719	
 	NGC4605   	189.99704	+61.60914	 9.417	  4.924
 	NGC4606   	190.23989	+11.91198	 9.809	 17.080
 	NGC4607   	190.30165	+11.88683	 9.994	 22.180
 	NGC4618   	190.38704	+41.15080	 9.466	  7.300
 	NGC4625   	190.46966	+41.27387	 9.071	  8.200
 	NGC4628   	190.60520	-06.97103	10.492	 44.925
 	NGC4629   	190.63611	-01.35063	 8.839	
 	NGC4359   	186.04664	+31.52164	 9.482	 16.633
 	NGC3691   	172.03907	+16.92031	 9.811	 28.275
 	NGC3692   	172.10008	+09.40771	10.542	 35.850
 	NGC3701   	172.37059	+24.09346	10.222	 45.550
 	NGC3705   	172.53078	+09.27673	10.495	 18.564
 	NGC3712   	172.78900	+28.56639	 8.917	
 	NGC3715   	172.88474	-14.23143	10.535	 40.667
 	NGC3718   	173.14523	+53.06794	10.512	 17.000
 	NGC3726   	173.33808	+47.02924	10.477	 16.892
 	NGC3729   	173.45578	+53.12555	10.233	 20.183
 	NGC3730   	173.55816	-09.84563	10.043	
 	NGC3733   	173.75685	+54.85054	 9.937	 24.950
 	NGC3735   	173.98843	+70.53554	10.936	 38.646
 	NGC3738   	173.95238	+54.52391	 8.400	  3.633
 	NGC3752   	173.13448	+74.62747	 9.970	 32.600
 	NGC3755   	174.13896	+36.41032	10.032	 34.973
 	NGC3756   	174.20020	+54.29355	10.288	 21.425
A	NGC3757   	174.26200	+58.41555	 9.910	
 	NGC3769   	174.43370	+47.89294	 9.878	 16.523
 	NGC3773   	174.55395	+12.11216	 9.349	 17.000
 	NGC3779   	174.71249	-10.58381	 8.979	
 	NGC3780   	174.84318	+56.27070	10.843	 42.620
 	NGC3782   	174.83645	+46.51387	 9.170	 14.633
 	NGC3786   	174.92709	+31.90948	10.625	 46.180
 	NGC3788   	174.93562	+31.93128	10.820	 50.080
 	NGC3794   	175.22590	+56.20208	 9.392	 19.867
 	NGC3795   	175.02811	+58.61294	 9.807	 29.083
 	NGC3795A  	174.83715	+58.26821	 9.477	 23.067
 	NGC3810   	175.24483	+11.47109	10.508	 18.275
 	NGC3813   	175.32770	+36.54689	10.420	 25.607
 	PGC002805 	011.94818	-09.89957	 8.672	 16.386
 	PGC003062 	013.07202	-03.96601	 8.542	
 	PGC003853 	016.27029	-06.21245	 9.705	 12.600
 	PGC003855 	016.28616	-06.27900	 8.994	
 	PGC004143 	017.42296	-02.26665	 8.788	
 	PGC005329 	021.49108	-03.98228	 8.855	
 	PGC005341 	021.56027	-06.09357	 9.778	 26.867
 	PGC006048 	024.50004	-07.56630	 8.953	
 	PGC006190 	025.11607	-05.52040	 9.132	 29.800
 	PGC006228 	025.27966	-05.56817	 9.332	 21.600
 	PGC006244 	025.39959	-16.14695	 8.695	
 	PGC006626 	027.10739	-12.38131	 9.130	 19.800
 	PGC006667 	027.29310	-10.06137	 9.742	 24.600
 	PGC006703 	027.40748	-13.57114	 8.811	
 	PGC006706 	027.41753	-12.82459	 8.715	 21.000
 	PGC006864 	027.86846	-06.51658	 9.234	 44.400
 	UGC06335  	169.94133	+59.28056	 9.801	
 	UGC06341  	170.00277	+18.26055	 8.511	
 	UGC06345  	170.06514	+02.52558	 9.238	 26.900
 	UGC06355  	170.16605	+31.22205	 9.283	 34.150
 	UGC06378  	170.52649	+69.63525	 8.926	 21.667
 	UGC06390  	170.67312	+64.06685	 9.004	 28.567
 	UGC06399  	170.84669	+50.89274	 9.122	 18.700
 	UGC06433  	171.38258	+38.06064	 9.185	
 	UGC06446  	171.66855	+53.74677	 8.945	 15.900
 	UGC06509  	172.84458	+23.11541	 9.136	 41.880
 	UGC06512  	172.93595	+34.33343	 9.043	
 	UGC06517  	173.00997	+36.69810	 9.808	
 	ESO289-026	335.88679	-42.27345	 9.278	 26.457
 	ESO289-048	340.23709	-45.66064	 9.315	 34.317
 	ESO291-024	350.91949	-42.40220	 9.058	 27.457
 	ESO292-014	355.64679	-44.90479	 9.813	 29.522
 	ESO293-034	001.58355	-41.49728	 9.883	 18.300
 	ESO293-045	002.85312	-41.39810	 8.675	 27.880
 	ESO298-015	032.66176	-40.91806	 9.206	 21.475
 	ESO298-023	033.61500	-39.18511	 8.646	
 	ESO300-014	047.40990	-41.03162	 9.029	 11.524
 	ESO302-009	056.89044	-38.57744	 8.856	 19.389
 	ESO302-014	057.92005	-38.45346	 7.828	  9.300
 	ESO302-021	058.96902	-40.68586	 7.558	
 	ESO305-009	077.03218	-38.30990	 8.784	 13.200
 	ESO305-017	078.75151	-41.39246	 8.269	
 	ESO340-008	304.29915	-40.92369	 9.709	 44.120
 	ESO340-009	304.33745	-38.67403	 9.346	 33.922
 	ESO340-017	304.92272	-39.28851	 9.782	
 	ESO340-042	308.73328	-40.62391	 9.428	
 	ESO341-032	315.88916	-39.44631	 9.763	
 	ESO342-013	317.50183	-37.50387	10.062	 40.133
 	ESO342-050	322.06260	-37.86133	10.313	 31.464
 	ESO345-046	340.81587	-39.86773	 9.600	 26.700
 	ESO346-001	342.14064	-39.64908	 9.641	 28.209
 	ESO346-014	343.77903	-38.58346	 9.457	 45.110
 	ESO347-008	350.20470	-41.73094	 6.025	  1.000
 	ESO347-017	351.73440	-37.34695	 8.178	  8.200
 	ESO347-029	354.11387	-38.78310	 9.304	 24.650
 	ESO355-026	038.07299	-35.03054	 9.773	 31.537
 	ESO356-018	043.80185	-36.29965	 8.769	 20.850
 	NGC6237   	251.59260	+70.35637	 9.217	
 	NGC6239   	252.52088	+42.73989	 9.790	 22.300
 	NGC6255   	253.69698	+36.50183	 9.355	 22.700
 	NGC6267   	254.53606	+22.98514	10.504	 53.950
 	NGC6278   	255.20968	+23.01102	10.675	 39.150
 	NGC6339   	259.27728	+40.84498	10.062	 30.538
 	NGC6340   	257.60332	+72.30446	10.601	 22.000
 	NGC6395   	261.63021	+71.09623	 9.548	 22.600
 	NGC6412   	262.40551	+75.70446	10.117	 23.500
 	NGC6434   	264.20312	+72.08893	10.302	 40.071
 	NGC6503   	267.36024	+70.14434	 9.697	  5.517
 	NGC6861E  	302.75712	-48.68978	 9.550	 35.550
 	NGC6870   	302.54531	-48.28698	11.010	 55.357
 	NGC6887   	304.32212	-52.79660	10.586	 32.730
 	NGC6889   	304.72139	-53.95700	 9.944	 34.800
 	NGC6902   	306.11688	-43.65343	10.804	 38.500
 	NGC6902B  	305.77927	-43.86859	 9.612	 38.200
 	NGC6923   	307.91274	-30.83184	10.755	 36.190
 	NGC6925   	308.58566	-31.98083	10.876	 30.718
 	NGC7051   	319.96385	-08.78295	10.251	 27.375
 	NGC7059   	321.83959	-60.01454	10.344	 33.120
 	NGC7064   	322.26242	-52.76760	 8.948	 11.350
 	NGC7070   	322.60566	-43.08713	10.191	 30.300
 	NGC7079   	323.14679	-44.06760	10.642	 31.800
 	NGC7090   	324.12035	-54.55730	 9.721	  8.399
 	NGC7091   	323.53305	-36.65376	 9.736	
 	NGC7098   	326.06734	-75.11129	10.838	 29.100
 	NGC7107   	325.61101	-44.79254	 9.796	 27.600
 	NGC7140   	328.06367	-55.56970	10.704	 37.400
 	NGC7378   	341.94867	-11.81664	10.063	 33.483
 	NGC7412   	343.94072	-42.64195	 9.802	 12.485
 	NGC7416   	343.92360	-05.49534	10.469	 33.129
 	NGC7418   	344.15040	-37.02997	10.373	 19.850
 	NGC7418A  	344.17181	-36.77266	 9.229	 25.400
 	NGC7421   	344.22641	-37.34730	10.151	
 	NGC7424   	344.32657	-41.07062	10.014	 11.500
 	NGC7437   	344.54192	+14.30852	 9.821	 29.200
 	NGC7448   	345.01492	+15.98022	10.383	 27.694
 	NGC7456   	345.54309	-39.56941	 9.779	 16.185
 	NGC7462   	345.69372	-40.83537	 9.475	 12.252
 	NGC7463   	345.46667	+15.98190	10.159	 36.200
 	NGC7465   	345.50399	+15.96481	10.135	 27.200
 	NGC7479   	346.23590	+12.32293	10.955	 33.850
 	NGC7496   	347.44700	-43.42784	 9.973	 15.020
 	NGC7497   	347.26414	+18.17746	10.044	 19.738
 	NGC7513   	348.30853	-28.35752	10.212	 19.850
 	NGC7531   	348.70187	-43.59985	10.445	 22.788
 	NGC7537   	348.64378	+04.49839	10.242	 37.367
 	NGC7541   	348.68282	+04.53392	10.850	 32.872
 	NGC7552   	349.04494	-42.58496	10.523	 17.150
 	NGC7582   	349.59837	-42.37034	10.649	 20.625
 	NGC7590   	349.72824	-42.23903	10.574	 25.275
 	NGC7599   	349.83761	-42.25705	10.348	 20.317
 	NGC7606   	349.76989	-08.48504	10.990	 31.550
 	NGC7625   	350.12562	+17.22543	10.238	 23.000
 	NGC7661   	351.81039	-65.27190	 9.551	 32.100
 	UGC04413  	127.43989	+73.85755	 9.038	 37.567
 	PGC006898 	027.96068	-05.49608	 8.544	
 	PGC007109 	028.72001	-13.65393	 9.338	
 	PGC007324 	029.24610	-11.78055	 8.727	 25.700
 	PGC007654 	030.22911	-08.84088	 8.705	
 	PGC007682 	030.37640	-07.29199	 9.361	
 	PGC007900 	031.13083	-06.19910	 9.172	 21.960
 	PGC007998 	031.45526	-09.82194	 8.923	
 	PGC008295 	032.56021	-09.71097	 9.132	 21.250
 	PGC008962 	035.36989	-04.41317	 8.844	
 	PGC009272 	036.58939	-09.84171	 9.129	 25.700
 	PGC009354 	036.88651	-10.16587	 9.150	 24.283
 	PGC009559 	037.67249	-03.81159	 9.108	 20.200
 	PGC010813 	042.76881	+04.45399	 7.858	 12.600
 	UGC07697  	188.21502	+20.18359	 9.430	 40.400
 	UGC12843  	358.87590	+17.91970	 9.390	 24.500
 	UGC12846  	358.94235	+18.42587	 8.687	 24.100
 	UGC12856  	359.18772	+16.81437	 9.080	 24.500
 	UGC12857  	359.19820	+01.35512	10.005	 36.717
 	UGC12893  	000.11712	+17.21913	 8.991	
 	UGC01547  	030.83540	+22.04154	 9.503	 35.100
 	UGC01551  	030.90653	+24.07519	 9.939	 35.600
 	UGC01670  	032.68289	+06.75840	 8.677	 20.700
 	UGC01753  	034.13375	+28.20608	 9.312	
 	UGC01803  	035.12177	+06.81040	 8.889	 22.367
 	UGC01839  	035.62533	-00.61739	 8.779	 23.520
 	UGC01862  	036.10329	-02.16237	 9.395	 20.410
 	UGC01945  	037.05165	-01.34886	 9.485	
 	UGC01970  	037.47526	+25.25637	 9.773	 37.591
 	UGC01981  	037.57155	+00.93780	 8.609	
 	UGC01999  	037.96954	+19.15309	 8.597	 16.967
 	UGC02081  	039.00400	+00.42022	 9.747	 43.250
 	UGC02082  	039.06748	+25.42390	 9.262	 13.300
 	UGC02275  	041.99085	+03.88550	 8.502	 13.100
 	UGC02302  	042.28608	+02.12751	 8.401	 14.000
 	UGC02345  	042.96960	-01.17210	 8.811	 16.450
 	UGC02429  	044.28824	+01.32652	 8.800	
 	UGC02443  	044.58951	-02.04191	 9.883	 38.500
 	UGC03070  	067.74856	-02.00329	 9.470	 33.450
 	UGC04024  	117.13863	+62.20730	 9.519	 33.200
 	UGC04121  	119.72556	+58.04321	 8.698	 18.900
 	UGC04148  	120.09935	+42.19459	 8.156	 16.460
 	UGC04151  	121.07862	+77.81665	10.012	
 	UGC04169  	120.63761	+61.38808	 9.730	 32.633
 	UGC04238  	122.90417	+76.42142	 9.444	 24.580
 	NGC4533   	188.59201	+02.32533	 9.483	
 	NGC4534   	188.52275	+35.51838	 9.204	 14.225
 	NGC4535   	188.58457	+08.19798	10.695	 16.958
 	NGC4536   	188.61281	+02.18820	10.262	 15.321
 	NGC4539   	188.64476	+18.20271	 9.892	
 	NGC4540   	188.71193	+15.55170	 9.877	 16.800
 	NGC4544   	188.90249	+03.03449	 9.721	 21.233
 	NGC4545   	188.64254	+63.52513	10.304	 40.285
 	NGC4546   	188.87295	-03.79316	10.688	 18.100
 	NGC4548   	188.86023	+14.49634	10.696	 16.196
 	NGC4550   	188.87751	+12.22079	10.076	 16.464
 	NGC4559   	188.99021	+27.95993	10.004	  9.290
 	NGC4630   	190.62968	+03.96040	 9.702	 17.150
 	NGC1433   	055.50620	-47.22196	10.297	  9.960
 	NGC1436   	055.90451	-35.85306	10.108	 18.360
 	NGC1437B  	056.47827	-36.35871	 8.947	 10.300
 	NGC1438   	056.32186	-23.00244	10.206	 28.860
 	NGC1448   	056.13269	-44.64472	10.604	 17.396
 	NGC1452   	056.34293	-18.63369	10.402	 22.800
A	NGC1461   	057.11301	-16.39284	10.400	 20.767
 	NGC1473   	056.85923	-68.22094	 9.305	 18.017
 	NGC1476   	058.03720	-44.53243	 9.135	
 	NGC1482   	058.66222	-20.50212	10.376	 19.600
 	NGC1483   	058.19888	-47.47754	 9.584	 20.720
 	NGC1484   	058.57406	-36.97093	 9.305	 17.517
 	NGC1487   	058.93632	-42.36740	 9.220	  8.900
 	NGC1493   	059.36419	-46.21072	 9.625	 11.300
 	NGC1494   	059.42646	-48.90835	 9.576	 15.217
 	NGC1495   	059.59188	-44.46649	 9.645	 17.267
 	NGC1507   	061.11309	-02.18823	 9.296	 11.171
 	NGC1510   	060.88604	-43.39997	 8.730	 11.000
 	NGC1511   	059.90229	-67.63387	10.233	 16.512
 	NGC1511A  	060.08073	-67.80716	 9.479	 23.111
 	NGC1511B  	060.22718	-67.61185	 7.942	  8.530
 	NGC1512   	060.97560	-43.34875	10.333	 12.286
 	NGC1515   	061.01108	-54.10022	10.419	 16.857
 	NGC1518   	061.70761	-21.17271	 9.298	  9.596
 	NGC1519   	062.03156	-17.19287	 9.770	 25.644
 	NGC1532   	063.01796	-32.87411	11.142	 17.050
 	NGC1533   	062.46585	-56.11850	10.570	 18.380
A	NGC1546   	063.65126	-56.06092	10.182	 13.400
 	NGC3073   	150.21690	+55.61886	 9.639	 23.200
 	UGC04878  	138.86177	+31.40168	 8.420	
 	UGC04922  	139.65231	+47.87249	 9.642	 32.600
 	UGC04953  	140.10758	+36.24564	 8.770	
 	UGC04970  	140.43985	+39.52469	 9.839	 55.533
 	UGC04982  	140.76266	+44.55486	10.012	
 	UGC04988  	140.81327	+34.73442	 8.924	
 	UGC05004  	141.14159	+34.65938	 9.115	
 	UGC05015  	141.45025	+34.27725	 9.283	
 	UGC05020  	141.50620	+34.65330	 9.426	 32.400
 	UGC05047  	142.20685	+51.56056	 8.172	 14.375
 	UGC05050  	142.79589	+76.46518	 9.560	
 	UGC05076  	143.15167	+51.87194	 8.154	
 	UGC05107  	143.78108	+05.12007	 9.252	 37.433
 	UGC05114  	145.01993	+82.10496	 8.779	
 	UGC05139  	145.13600	+71.18177	      	  4.568
 	UGC05172  	145.46744	+48.67098	 8.850	 38.700
 	UGC05179  	145.75695	+58.97361	 8.960	
 	UGC05203  	146.73244	+79.81076	 9.014	 28.371
 	UGC05228  	146.51526	+01.66835	10.044	 31.940
 	UGC05238  	146.72497	+00.50806	 9.484	 34.450
 	UGC05245  	146.89383	-02.03299	 8.632	 18.960
 	UGC05249  	146.93889	+02.62687	 9.399	 27.667
 	UGC05272  	147.59413	+31.48782	 7.862	  6.805
 	UGC05336  	149.38320	+69.04596	 6.892	  4.230
 	UGC05340  	149.19052	+28.82611	 7.365	  5.895
 	UGC05347  	149.31907	+04.52770	 9.719	 50.750
 	UGC05349  	149.52624	+37.29298	 9.248	 23.400
 	UGC05354  	149.72258	+47.73698	 8.763	
 	UGC05358  	149.69649	+11.38868	 9.439	
 	UGC05364  	149.85892	+30.74750	      	  1.537
 	IC0167    	027.78571	+21.91275	 9.569	 27.683
 	IC0210    	032.36765	-09.67993	10.190	 25.517
 	IC0217    	034.04322	-11.92732	 9.754	 27.117
 	IC0223    	035.50472	-20.74618	 8.849	 18.800
A	IC0335    	053.87942	-34.44700	 9.939	 18.010
 	IC0529    	139.63678	+73.75933	10.360	 33.665
 	IC0600    	154.29537	-03.49838	 9.307	 20.300
 	IC0610    	156.61812	+20.22804	10.384	 38.100
 	IC0718    	174.96988	+08.87461	 9.365	
 	IC0719    	175.07707	+09.00992	10.152	 28.567
 	IC0749    	179.64197	+42.73405	10.344	 34.480
 	IC0750    	179.71766	+42.72234	10.614	 23.512
 	IC0755    	180.29346	+14.10453	 9.424	 29.575
 	IC0758    	181.04960	+62.50543	 9.551	 26.700
 	IC0764    	182.55921	-29.73649	10.142	 28.342
 	IC0769    	183.13468	+12.12378	10.216	 42.611
 	IC0776    	184.76288	+08.85621	 9.308	 29.725
 	IC0796    	187.35971	+16.40492	 9.679	
 	IC0797    	187.97845	+15.12415	 9.410	 18.200
 	IC0800    	188.48621	+15.35473	10.525	 68.600
 	IC0851    	197.14295	+21.04985	 9.759	
 	NGC5425   	210.19864	+48.44394	 9.842	 38.650
 	NGC5426   	210.85360	-06.06895	10.651	 39.680
 	NGC5427   	210.85854	-06.03075	10.737	 33.750
 	NGC5430   	210.19084	+59.32871	10.721	 39.883
 	NGC5443   	210.54916	+55.81405	10.490	 30.900
 	NGC5448   	210.70849	+49.17260	10.768	 36.300
 	NGC5452   	208.60403	+78.22090	 9.640	 33.050
 	NGC5457   	210.80223	+54.34885	10.622	  6.925
 	NGC5464   	211.76828	-30.01707	 9.841	 33.767
 	NGC5468   	211.64541	-05.45302	10.712	 44.529
 	NGC5470   	211.63303	+06.02906	 9.919	 24.700
 	NGC5472   	211.72928	-05.46039	10.093	 42.325
 	NGC5473   	211.18023	+54.89264	10.819	 33.400
 	NGC5474   	211.25554	+53.66221	 9.133	  6.490
 	NGC5476   	212.03561	-06.09217	10.149	
 	NGC5477   	211.38890	+54.46082	 8.038	  6.400
 	NGC5480   	211.58987	+50.72508	10.298	 28.633
 	NGC5481   	211.67196	+50.72331	10.361	 32.320
 	NGC5486   	211.85412	+55.10295	 9.603	 34.240
 	NGC5492   	212.64684	+19.61228	10.384	 47.300
 	NGC5496   	212.90765	-01.15798	 9.700	 24.071
 	NGC5506   	213.31209	-03.20757	10.122	 23.833
 	NGC5507   	213.33275	-03.14888	10.512	 34.300
 	NGC5520   	213.09498	+50.34843	10.410	 38.933
 	NGC5523   	213.71815	+25.31765	 9.804	 19.978
 	NGC5526   	213.47375	+57.77122	10.020	
 	NGC5529   	213.89241	+36.22731	11.009	 44.127
 	NGC5534   	214.41782	-07.41738	10.259	 31.800
 	NGC4980   	197.29177	-28.64164	 9.326	
 	UGC10608  	253.59030	+53.11214	 8.780	 21.000
 	UGC10650  	255.06133	+23.10742	 9.514	
 	UGC10713  	256.14130	+72.44679	 9.912	 30.950
 	UGC10721  	257.10657	+25.51735	10.304	 48.750
 	UGC10736  	257.01961	+69.46430	 8.185	 12.200
 	UGC10791  	258.66084	+72.39863	 9.148	
 	UGC10803  	259.02203	+73.43626	 9.808	
 	UGC10806  	259.71360	+49.88395	 9.139	 18.800
 	UGC10854  	261.19310	+58.20567	 9.237	
 	UGC10887  	261.53084	+77.70348	 9.005	 41.100
 	UGC11782  	324.54010	+08.96199	 9.005	 17.000
 	UGC11921  	332.31256	+14.36145	 9.131	
 	UGC12010  	335.82812	+05.53387	 9.773	
 	UGC12054  	337.38519	+07.72595	 9.634	 42.450
 	UGC12151  	340.39118	+00.40058	 9.314	 23.800
 	UGC12178  	341.28582	+06.43034	 9.849	 26.500
 	UGC12281  	344.80010	+13.60144	 9.767	 34.550
 	UGC12307  	345.29971	+12.72301	 9.325	
 	UGC12308  	345.32790	+14.33967	 9.581	 39.233
 	UGC12313  	345.43192	+16.06781	 8.975	
 	UGC12350  	346.33257	+16.86680	 9.297	 25.633
 	UGC12518  	350.05333	+07.93204	10.000	 33.900
 	UGC12613  	352.14613	+14.74566	 7.539	  2.242
 	UGC12641  	352.72742	+20.25083	 9.422	 43.150
 	UGC12681  	353.72761	+18.07137	 9.043	 33.150
 	UGC12682  	353.72235	+18.22668	 8.965	 20.000
 	UGC12692  	353.92908	+20.28899	 9.995	 49.550
 	UGC12707  	354.17097	+17.51513	 9.611	 41.400
 	UGC12709  	354.34959	+00.39185	 9.528	 35.100
 	UGC12732  	355.16605	+26.23644	 8.703	 12.400
 	UGC00122  	003.32355	+17.02928	 7.866	 11.620
