_RAJ2000;_DEJ2000;Name;Dist;RAJ2000;DEJ2000;logMBH
deg;deg; ;Mpc;"h:m:s";"d:m:s";[Msun]
-----------;-----------;----------------------------;------;-----------;-----------;-----
141.5480417;-76.6263333;NGC 2915                    ; 4.290;09 26 11.53;-76 37 34.8;
144.5215000; +9.6166111;NGC 2940                    ;41.600;09 38 05.16;+09 36 59.8; 9.68
145.8795833;+31.9768056;NGC 2970                    ;28.800;09 43 31.10;+31 58 36.5; 4.84
146.8144167;+67.9163889;NGC 2976                    ; 3.630;09 47 15.46;+67 54 59.0; 4.44
147.5926250;+72.2786389;NGC 2985                    ;20.600;09 50 22.23;+72 16 43.1; 7.52
146.0668333;-21.2782778;NGC 2986                    ;41.300;09 44 16.04;-21 16 41.8; 8.91
146.4251667;-14.3263611;NGC 2992                    ;38.000;09 45 42.04;-14 19 34.9; 7.89
146.4513750;-14.3683333;NGC 2993                    ;30.500;09 45 48.33;-14 22 06.0;
146.4116250;-31.1910833;NGC 2997                    ;13.100;09 45 38.79;-31 11 27.9;
147.4218333;+32.2210000;NGC 3011                    ;24.100;09 49 41.24;+32 13 15.6;
150.5454583;+72.1252500;NGC 3066                    ;32.400;10 02 10.91;+72 07 30.9;
150.2168333;+55.6189444;NGC 3073                    ;34.000;10 00 52.04;+55 37 08.2; 4.41
150.8294583;+68.7339444;NGC 3077                    ; 4.040;10 03 19.07;+68 44 02.2; 4.20
149.6024167;-26.9265556;NGC 3078                    ;37.800;09 58 24.58;-26 55 35.6; 8.83
150.4913333;+55.6800000;NGC 3079                    ;20.600;10 01 57.92;+55 40 48.0; 8.10
151.3082500; -7.7185833;NGC 3115                    ;10.300;10 05 13.98;-07 43 06.9; 8.83
153.5629167; +3.4661111;NGC 3169                    ;24.700;10 14 15.10;+03 27 58.0; 8.18
154.5707500;+41.4243889;NGC 3184                    ;14.400;10 18 16.98;+41 25 27.8; 4.85
154.5235000;+21.8319444;NGC 3190                    ;31.000;10 18 05.64;+21 49 55.0; 8.17
154.6036667;+21.8939722;NGC 3193                    ;34.000;10 18 24.88;+21 53 38.3; 8.24
154.9791250;+45.5496944;NGC 3198                    ;17.600;10 19 54.99;+45 32 58.9; 5.00
155.8625417;+19.8984444;NGC 3226                    ;23.800;10 23 27.01;+19 53 54.4; 8.24
156.2703750;+17.1635833;NGC 3239                    ; 8.100;10 25 04.89;+17 09 48.9;
156.8265417;+28.5074444;NGC 3245                    ;21.300;10 27 18.37;+28 30 26.8; 8.42
157.8505417;-35.2204722;NGC 3258C                   ;32.900;10 31 24.13;-35 13 13.7;
157.9822083;-35.4098333;NGC 3258D                   ;19.500;10 31 55.73;-35 24 35.4;
158.0720000;+27.6687778;NGC 3274                    ;24.400;10 32 17.28;+27 40 07.6;
157.8974583;-39.9546111;NGC 3278                    ;38.600;10 31 35.39;-39 57 16.6;
158.6970833;+21.6482778;NGC 3287                    ;26.200;10 34 47.30;+21 38 53.8;
159.0991667;+12.7073889;NGC 3299                    ; 5.400;10 36 23.80;+12 42 26.6;
159.0932083;-27.4381111;NGC 3308                    ;40.600;10 36 22.37;-27 26 17.2;
159.6910833;+53.5033056;NGC 3310                    ;18.700;10 38 45.86;+53 30 11.9; 6.35
160.8797917;+24.9222222;NGC 3344                    ; 9.820;10 43 31.15;+24 55 20.0; 6.05
161.3433750;+55.9603889;NGC 3353                    ;20.400;10 45 22.41;+55 57 37.4;
161.6535000;+63.2236389;NGC 3359                    ;23.000;10 46 36.84;+63 13 25.1; 5.41
161.6457083;+13.7507500;NGC 3367                    ;43.600;10 46 34.97;+13 45 02.7; 5.64
161.9266667;+13.9856389;NGC 3377                    ;11.500;10 47 42.40;+13 59 08.3; 7.48
162.0703750;+12.6292778;NGC 3384                    ;11.900;10 48 16.89;+12 37 45.4; 7.64
162.7221250;+13.4121389;NGC 3412                    ;11.500;10 50 53.31;+13 24 43.7; 6.76
162.8362917;+32.7663611;NGC 3413                    ;16.200;10 51 20.71;+32 45 58.9;
162.8176667;+27.9749722;NGC 3414                    ;25.700;10 51 16.24;+27 58 29.9; 8.69
162.8097500; +5.8401111;NGC 3423                    ;11.700;10 51 14.34;+05 50 24.4; 5.38
163.1297083;+36.6187778;NGC 3432                    ;16.800;10 52 31.13;+36 37 07.6; 4.50
163.6477917;+56.9906944;NGC 3445                    ;16.700;10 54 35.47;+56 59 26.5;
163.7025833;+17.6211667;NGC 3457                    ;20.500;10 54 48.62;+17 37 16.2; 5.96
164.0060417;+57.1169722;NGC 3458                    ;29.500;10 56 01.45;+57 07 01.1;
165.0997917;+28.9748056;NGC 3486                    ;13.700;11 00 23.95;+28 58 29.3; 5.77
165.0774583;+13.9012500;NGC 3489                    ;12.300;11 00 18.59;+13 54 04.5; 7.00
165.3173750; +3.6280278;NGC 3495                    ;27.400;11 01 16.17;+03 37 40.9; 5.61
165.8558333;+18.1353333;NGC 3507                    ;11.800;11 03 25.40;+18 08 07.2; 6.39
181.9861667;+65.1139722;NGC 4121                    ;25.500;12 07 56.68;+65 06 50.3; 6.34
166.4524583; -0.0358889;NGC 3521                    ;16.400;11 05 48.59;-00 02 09.2; 7.35
166.6685417;+20.0856111;NGC 3522                    ;25.200;11 06 40.45;+20 05 08.2; 6.44
167.6516250;-37.5476111;NGC 3564                    ;34.500;11 10 36.39;-37 32 51.4; 8.12
168.3212917;-26.7550000;NGC 3585                    ;20.400;11 13 17.11;-26 45 18.0; 8.37
168.6541667;+12.8180278;NGC 3593                    ; 9.875;11 14 37.00;+12 49 04.9; 5.37
168.8622917;+18.1103611;NGC 3599                    ;20.500;11 15 26.95;+18 06 37.3; 5.85
168.9665833;+41.5913889;NGC 3600                    ;24.100;11 15 51.98;+41 35 29.0; 5.17
169.1942500;+18.0171389;NGC 3605                    ;21.100;11 16 46.62;+18 01 01.7; 6.57
169.2277500;+18.0518056;NGC 3607                    ;22.800;11 16 54.66;+18 03 06.5; 8.65
169.2457083;+18.1485278;NGC 3608                    ;22.900;11 16 58.97;+18 08 54.7; 8.22
169.6053333;+58.7862500;NGC 3610                    ;39.300;11 18 25.28;+58 47 10.5; 7.82
169.5687500;-32.8140556;NGC 3621                    ;12.000;11 18 16.50;-32 48 50.6;
170.0709167;+13.5895000;NGC 3628                    ;13.800;11 20 17.02;+13 35 22.2; 6.16
170.2622500;+53.1694167;NGC 3631                    ;17.500;11 21 02.94;+53 10 09.9; 4.89
170.2785417; +3.2347500;NGC 3640                    ;27.000;11 21 06.85;+03 14 05.1; 8.09
170.2866250; +3.1945000;NGC 3641                    ;27.000;11 21 08.79;+03 11 40.2; 7.85
170.9107917;+53.8420556;NGC 3656                    ;42.600;11 23 38.59;+53 50 31.4; 8.07
171.1817917;+38.7627778;NGC 3665                    ;29.400;11 24 43.63;+38 45 46.0; 8.69
171.5357500;+43.5859167;NGC 3675                    ;20.200;11 26 08.58;+43 35 09.3; 6.92
171.8828750;+56.8767222;NGC 3683                    ;43.100;11 27 31.89;+56 52 36.2;
173.1455833;+53.0678333;NGC 3718                    ;17.000;11 32 34.94;+53 04 04.2; 7.78
173.4555000;+53.1255000;NGC 3729                    ;21.300;11 33 49.32;+53 07 31.8; 6.13
175.2225833;+56.2020278;NGC 3794                    ;21.950;11 40 53.42;+56 12 07.3;
176.5324167;+47.4945000;NGC 3877                    ;17.800;11 46 07.78;+47 29 40.2; 6.41
176.7690000;-16.8546389;NGC 3887                    ;18.200;11 47 04.56;-16 51 16.7;
177.2098333;+59.4155833;NGC 3894                    ;45.600;11 48 50.36;+59 24 56.1; 8.94
177.3140417;+56.0843611;NGC 3898                    ;21.900;11 49 15.37;+56 05 03.7; 8.38
177.6622083;+55.3538611;NGC 3913                    ;17.000;11 50 38.93;+55 21 13.9;
177.8061250;+50.1567500;NGC 3922                    ;17.000;11 51 13.47;+50 09 24.3; 6.41
177.7574167;-28.8062222;NGC 3923                    ;24.000;11 51 01.78;-28 48 22.4; 8.87
177.9486667;+48.6831389;NGC 3928                    ;16.900;11 51 47.68;+48 40 59.3; 7.02
178.2060417;+44.1207222;NGC 3938                    ;17.000;11 52 49.45;+44 07 14.6; 3.96
178.3072083;+60.6755556;NGC 3945                    ;38.500;11 53 13.73;+60 40 32.0; 8.21
178.5064167;-19.5687222;NGC 3957                    ;22.500;11 54 01.54;-19 34 07.4;
178.9380000;+55.3206667;NGC 3972                    ;25.200;11 55 45.12;+55 19 14.4;
179.1173750;+55.1253611;NGC 3982                    ;23.700;11 56 28.17;+55 07 31.3; 6.03
179.1754583;+48.3339444;NGC 3985                    ;17.400;11 56 42.11;+48 20 02.2;
179.4840417;+55.4535556;NGC 3998                    ;14.200;11 57 56.17;+55 27 12.8; 9.26
179.6309167;+43.9470278;NGC 4013                    ;24.100;11 58 31.42;+43 56 49.3; 6.42
179.7372083;+30.4136389;NGC 4020                    ;12.150;11 58 56.93;+30 24 49.1;
179.8549583;+50.9616944;NGC 4026                    ;14.700;11 59 25.19;+50 57 42.1; 8.04
180.0985000; -1.0999722;NGC 4030                    ;29.900;12 00 23.64;-01 05 59.9;
180.3620417;+61.8956944;NGC 4036                    ;34.200;12 01 26.89;+61 53 44.5; 8.47
180.3487083;+13.4011389;NGC 4037                    ;17.200;12 01 23.69;+13 24 04.1;
180.4708333;-18.8675833;NGC 4038                    ;21.500;12 01 53.00;-18 52 03.3;
180.4729583;-18.8861944;NGC 4039                    ;21.500;12 01 53.51;-18 53 10.3;
180.7903750;+44.5312500;NGC 4051                    ;19.400;12 03 09.69;+44 31 52.5; 6.48
181.0159583;+31.8958056;NGC 4062                    ;23.900;12 04 03.83;+31 53 44.9; 6.59
181.1127500; +1.8960000;NGC 4073                    ;45.100;12 04 27.06;+01 53 45.6;
181.2158333;+26.9926111;NGC 4080                    ;16.300;12 04 51.80;+26 59 33.4;
181.3924583;+50.5390278;NGC 4088                    ;18.800;12 05 34.19;+50 32 20.5; 6.15
181.5048333;+47.4783611;NGC 4096                    ;16.500;12 06 01.16;+47 28 42.1; 6.23
181.5963333;+52.7109444;NGC 4102                    ;29.100;12 06 23.12;+52 42 39.4; 8.00
182.0250833;+65.1741389;NGC 4125                    ;24.700;12 08 06.02;+65 10 26.9; 8.59
182.3237500;+29.9275833;NGC 4136                    ; 9.700;12 09 17.70;+29 55 39.3; 4.58
182.3741250;+43.6853056;NGC 4138                    ;16.000;12 09 29.79;+43 41 07.1; 7.17
182.4003750;+42.5342222;NGC 4143                    ;15.900;12 09 36.09;+42 32 03.2; 8.36
182.4941667;+46.4571667;NGC 4144                    ; 7.450;12 09 58.60;+46 27 25.8; 5.75
182.6402083;+30.4015278;NGC 4150                    ;14.400;12 10 33.65;+30 24 05.5; 6.43
182.6360833;+39.4057500;NGC 4151                    ;20.300;12 10 32.66;+39 24 20.7; 6.68
182.7682083;+50.4846667;NGC 4157                    ;22.400;12 11 04.37;+50 29 04.8; 6.51
183.0717917;+13.2053611;NGC 4168                    ;32.200;12 12 17.23;+13 12 19.3; 8.12
183.1935417;+10.8659722;NGC 4178                    ;20.800;12 12 46.45;+10 51 57.5; 3.68
183.2627083; +7.0389444;NGC 4180                    ;34.000;12 13 03.05;+07 02 20.2;
183.3202500;+43.6982778;NGC 4183                    ;24.600;12 13 16.86;+43 41 53.8; 4.33
183.5398750;+54.5266667;NGC 4194                    ;39.100;12 14 09.57;+54 31 36.0; 6.83
183.7709167;+33.1972500;NGC 4203                    ;15.300;12 15 05.02;+33 11 50.1; 7.90
183.8098333;+20.6590833;NGC 4204                    ; 7.900;12 15 14.36;+20 39 32.7;
183.8768333; +9.5849444;NGC 4207                    ;12.800;12 15 30.44;+09 35 05.8;
183.9132083;+36.3268889;NGC 4214                    ; 3.040;12 15 39.17;+36 19 36.8; 5.25
183.9768333;+13.1493889;NGC 4216                    ;19.600;12 15 54.44;+13 08 57.8; 8.28
183.9620833;+47.0917778;NGC 4217                    ;21.900;12 15 50.90;+47 05 30.4; 6.54
184.2820417; +7.6244444;NGC 4233                    ;35.500;12 17 07.69;+07 37 28.0; 8.51
184.1755000;+69.4625833;NGC 4236                    ; 4.920;12 16 42.12;+69 27 45.3; 5.69
184.3735833;+37.8071111;NGC 4244                    ; 4.620;12 17 29.66;+37 48 25.6; 4.49
184.4032500;+29.6080000;NGC 4245                    ; 9.700;12 17 36.78;+29 36 28.8; 6.32
184.5346250;+28.1753056;NGC 4251                    ;19.600;12 18 08.31;+28 10 31.1; 7.15
184.8467500; +5.8252222;NGC 4261                    ;32.400;12 19 23.22;+05 49 30.8; 9.29
184.8774167;+14.8777222;NGC 4262                    ;16.600;12 19 30.58;+14 52 39.8; 8.52
184.9386667;+12.7983611;NGC 4267                    ;16.300;12 19 45.28;+12 47 54.1; 7.87
184.9611250;+29.6146944;NGC 4274                    ;21.400;12 19 50.67;+29 36 52.9; 6.67
185.0283333;+29.2806111;NGC 4278                    ;16.500;12 20 06.80;+29 16 50.2; 8.91
185.0866250;+29.3108889;NGC 4283                    ;16.100;12 20 20.79;+29 18 39.2; 7.04
185.0737500;+75.3709722;NGC 4291                    ;27.700;12 20 17.70;+75 22 15.5; 9.11
185.3187083; +4.5956667;NGC 4292                    ; 9.460;12 21 16.49;+04 35 44.4; 5.51
185.4189583;+11.4999167;NGC 4299                    ;16.800;12 21 40.55;+11 29 59.7;
185.4869583;+30.0741944;NGC 4308                    ; 9.700;12 21 56.87;+30 04 27.1; 5.94
185.5614167; +7.1671389;NGC 4309A                   ;22.800;12 22 14.74;+07 10 01.7;
185.6095000;+29.2086667;NGC 4310                    ; 9.700;12 22 26.28;+29 12 31.2;
185.6306667;+15.5379167;NGC 4312                    ;10.700;12 22 31.36;+15 32 16.5; 6.12
185.6332500;+29.8953056;NGC 4314                    ; 9.700;12 22 31.98;+29 53 43.1; 7.10
185.6803750; +8.1982778;NGC 4318                    ;22.100;12 22 43.29;+08 11 53.8; 6.63
185.8334583;+15.8203889;NGC 4328                    ;16.700;12 23 20.03;+15 49 13.4; 4.34
185.8955833; +6.0817222;NGC 4339                    ;16.800;12 23 34.94;+06 04 54.2; 7.02
185.8971250;+16.7221944;NGC 4340                    ;14.700;12 23 35.31;+16 43 19.9; 7.09
185.9125833; +7.0539444;NGC 4342                    ;16.800;12 23 39.02;+07 03 14.2; 8.83
185.9112083; +6.9539444;NGC 4343                    ;28.600;12 23 38.69;+06 57 14.2;
185.9908750;+16.6933611;NGC 4350                    ;20.300;12 23 57.81;+16 41 36.1; 8.08
186.0209167;+11.2180278;NGC 4352                    ;18.700;12 24 05.02;+11 13 04.9; 5.93
186.7276250; -0.8776389;NGC 4355                    ;32.500;12 26 54.63;-00 52 39.5;
186.1176250; +7.3175278;NGC 4365                    ;24.400;12 24 28.23;+07 19 03.1; 8.87
186.2309583;+11.7042222;NGC 4371                    ;17.000;12 24 55.43;+11 42 15.2; 7.42
186.3012917;+14.7622222;NGC 4377                    ;17.800;12 25 12.31;+14 45 44.0; 7.57
186.3113750;+15.6075000;NGC 4379                    ;15.900;12 25 14.73;+15 36 27.0; 6.93
186.4238333;+12.8103611;NGC 4387                    ;21.400;12 25 41.72;+12 48 37.3; 6.85
186.4450833;+12.6620833;NGC 4388                    ;38.700;12 25 46.82;+12 39 43.5; 6.55
186.4634583;+27.5615556;NGC 4393                    ;11.500;12 25 51.23;+27 33 41.6;
186.4817500;+18.2139167;NGC 4394                    ;16.800;12 25 55.62;+18 12 50.1; 7.07
186.4538333;+33.5467500;NGC 4395                    ; 4.300;12 25 48.92;+33 32 48.3; 4.03
186.5315417;+13.1128056;NGC 4402                    ;13.350;12 26 07.57;+13 06 46.1;
186.6254167; +8.8722222;NGC 4411                    ;16.800;12 26 30.10;+08 52 20.0;
186.6967500; +8.8845556;NGC 4411b                   ;16.800;12 26 47.22;+08 53 04.4;
186.6128750;+31.2235556;NGC 4414                    ;21.400;12 26 27.09;+31 13 24.8; 7.10
186.7108750; +9.5842500;NGC 4417                    ;16.000;12 26 50.61;+09 35 03.3; 7.36
186.7351250;+15.0474167;NGC 4419                    ;13.500;12 26 56.43;+15 02 50.7; 6.73
186.9028333; +8.1543056;NGC 4434                    ;26.800;12 27 36.68;+08 09 15.5; 7.16
186.9187500;+13.0790278;NGC 4435                    ;16.700;12 27 40.50;+13 04 44.5; 7.76
186.9402083;+13.0085833;NGC 4438                    ;17.400;12 27 45.65;+13 00 30.9; 7.43
187.0162083; +9.8036111;NGC 4442                    ;15.400;12 28 03.89;+09 48 13.0; 8.16
187.0642917;+28.6203056;NGC 4448                    ;24.500;12 28 15.43;+28 37 13.1; 7.15
187.0463333;+44.0935556;NGC 4449                    ; 4.310;12 28 11.12;+44 05 36.8; 2.85
187.1234583;+17.0849444;NGC 4450                    ;23.800;12 28 29.63;+17 05 05.8; 7.42
187.1804583;+11.7550278;NGC 4452                    ;16.800;12 28 43.31;+11 45 18.1; 8.98
187.2458750; +3.5706111;NGC 4457                    ;10.700;12 28 59.01;+03 34 14.2; 7.14
187.2397083;+13.2419167;NGC 4458                    ;22.700;12 28 57.53;+13 14 30.9; 6.80
187.2501250;+13.9785833;NGC 4459                    ;16.100;12 29 00.03;+13 58 42.9; 7.94
187.2625417;+13.1838611;NGC 4461                    ;19.800;12 29 03.01;+13 11 01.9; 7.67
187.3387917; +8.1565556;NGC 4464                    ;15.800;12 29 21.31;+08 09 23.6; 7.28
187.3761250; +7.9929444;NGC 4467                    ;16.400;12 29 30.27;+07 59 34.6; 5.86
187.4075000; +7.8240556;NGC 4470                    ;12.250;12 29 37.80;+07 49 26.6; 6.50
187.4536667;+13.4293333;NGC 4473                    ;16.700;12 29 48.88;+13 25 45.6; 8.06
187.4730833;+14.0686667;NGC 4474                    ;15.600;12 29 53.54;+14 04 07.2; 6.45
187.4961667;+12.3486667;NGC 4476                    ;20.900;12 29 59.08;+12 20 55.2; 5.58
187.5090417;+13.6364444;NGC 4477                    ;19.800;12 30 02.17;+13 38 11.2; 8.03
187.5726667;+12.3285833;NGC 4478                    ;18.800;12 30 17.44;+12 19 42.9; 7.46
187.5764167;+13.5774722;NGC 4479                    ;18.000;12 30 18.34;+13 34 38.9; 6.33
187.5430833;+10.7794722;NGC 4482                    ;22.300;12 30 10.34;+10 46 46.1; 4.69
187.6692500; +9.0156667;NGC 4483                    ;16.700;12 30 40.62;+09 00 56.4;
187.6296250;+41.7011667;NGC 4485                    ; 8.910;12 30 31.11;+41 42 04.2; 5.28
187.7405417;+12.2703611;NGC 4486A                   ;18.400;12 30 57.73;+12 16 13.3; 7.43
187.6332500;+12.4902222;NGC 4486B                   ;16.900;12 30 31.98;+12 29 24.8; 7.93
187.7176667;+16.7586944;NGC 4489                    ;18.300;12 30 52.24;+16 45 31.3; 5.32
187.6515417;+41.6436389;NGC 4490                    ;10.100;12 30 36.37;+41 38 37.1; 4.95
187.7489583; +8.0779167;NGC 4492                    ;16.800;12 30 59.75;+08 04 40.5;
187.8501250;+25.7749722;NGC 4494                    ;17.500;12 31 24.03;+25 46 29.9; 7.58
188.0257917;+11.1764444;NGC 4503                    ;11.700;12 32 06.19;+11 10 35.2; 7.61
188.2770833;+32.0909444;NGC 4509                    ;10.100;12 33 06.50;+32 05 27.4;
188.2705833;+16.2655000;NGC 4515                    ;16.700;12 33 04.94;+16 15 55.8; 6.40
188.1899583; +0.1150278;NGC 4517                    ; 8.580;12 32 45.59;+00 06 54.1; 4.88
188.4500000;+15.1683056;NGC 4523                    ;16.800;12 33 48.00;+15 10 05.9;
188.5126250; +7.6991389;NGC 4526                    ;17.300;12 34 03.03;+07 41 56.9; 8.45
188.5354167; +2.6538056;NGC 4527                    ;11.300;12 34 08.50;+02 39 13.7; 7.43
188.5252500;+11.3212778;NGC 4528                    ;15.800;12 34 06.06;+11 19 16.6; 7.10
188.8775417;+12.2209444;NGC 4550                    ;15.800;12 35 30.61;+12 13 15.4; 6.53
188.9082500;+12.2640000;NGC 4551                    ;17.600;12 35 37.98;+12 15 50.4; 6.89
188.9903750;+27.9597500;NGC 4559                    ;13.400;12 35 57.69;+27 57 35.1; 5.14
189.0339167;+19.3225833;NGC 4561                    ;12.300;12 36 08.14;+19 19 21.3;
189.1124583;+11.4393333;NGC 4564                    ;22.900;12 36 26.99;+11 26 21.6; 7.77
189.0866667;+25.9873889;NGC 4565                    ;17.900;12 36 20.80;+25 59 14.6; 7.44
189.2225000; +7.2466667;NGC 4570                    ;17.100;12 36 53.40;+07 14 48.0; 8.28
189.2348750;+14.2173611;NGC 4571                    ;15.100;12 36 56.37;+14 13 02.5;
189.3772917; +9.5551111;NGC 4578                    ;19.100;12 37 30.55;+09 33 18.4; 7.01
189.3542917;+74.1918889;NGC 4589                    ;22.400;12 37 25.03;+74 11 30.8; 8.57
189.8282500; -0.5318333;NGC 4592                    ;14.800;12 39 18.78;-00 31 54.6;
189.9830833;+10.1760278;NGC 4596                    ;19.100;12 39 55.94;+10 10 33.7; 7.64
190.3865000; +7.3147778;NGC 4612                    ;16.600;12 41 32.76;+07 18 53.2; 5.71
190.3868333;+41.1507500;NGC 4618                    ; 7.910;12 41 32.84;+41 09 02.7; 5.38
190.5445833; +7.6769444;NGC 4623                    ;17.400;12 42 10.70;+07 40 37.0; 6.39
190.4695833;+41.2737222;NGC 4625                    ; 8.200;12 41 52.70;+41 16 25.4;
190.4986667;+32.5735556;NGC 4627                    ; 9.290;12 41 59.68;+32 34 24.8; 4.91
190.5333750;+32.5415000;NGC 4631                    ; 7.620;12 42 08.01;+32 32 29.4; 6.00
190.7077917; +2.6877778;NGC 4636                    ;17.400;12 42 49.87;+02 41 16.0; 8.34
190.6975833;+11.4425000;NGC 4638                    ;21.700;12 42 47.42;+11 26 33.0; 7.19
190.7181250;+13.2575278;NGC 4639                    ;29.000;12 42 52.35;+13 15 27.1; 6.65
190.8852083;+11.5826111;NGC 4647                    ;24.500;12 43 32.45;+11 34 57.4; 2.81
190.4350417;+74.4208889;NGC 4648                    ;44.700;12 41 44.41;+74 25 15.2; 8.57
190.9860000;+13.1263611;NGC 4654                    ;25.100;12 43 56.64;+13 07 34.9; 5.07
191.1332083;+11.1905278;NGC 4660                    ;18.200;12 44 31.97;+11 11 25.9; 8.18
191.2748333; +3.0556944;NGC 4665                    ;17.900;12 45 05.96;+03 03 20.5; 7.56
191.2861667; -0.4619167;NGC 4666                    ;19.300;12 45 08.68;-00 27 42.9;
191.3214583;+27.1255000;NGC 4670                    ;11.000;12 45 17.15;+27 07 31.8;
191.9435833; +4.3360833;NGC 4688                    ;17.100;12 47 46.46;+04 20 09.9; 6.03
191.9396667;+13.7626944;NGC 4689                    ;24.500;12 47 45.52;+13 45 45.7; 4.75
192.0569583; -3.3329167;NGC 4691                    ;22.500;12 48 13.67;-03 19 58.5;
192.2053333;-41.3110833;NGC 4696                    ;42.500;12 48 49.28;-41 18 39.9; 8.85
192.1496250; -5.8008611;NGC 4697                    ;12.500;12 48 35.91;-05 48 03.1; 7.95
192.0955833; +8.4872500;NGC 4698                    ;32.600;12 48 22.94;+08 29 14.1; 7.64
192.2981667; +3.3887222;NGC 4701                    ;17.100;12 49 11.56;+03 23 19.4;
192.5164583;-41.3820833;NGC 4709                    ;40.600;12 50 03.95;-41 22 55.5; 8.80
192.4123333;+15.1655000;NGC 4710                    ;16.800;12 49 38.96;+15 09 55.8; 6.95
192.4912083; +5.3114167;NGC 4713                    ;18.700;12 49 57.89;+05 18 41.1; 3.45
192.6108750;+25.5007500;NGC 4725                    ;13.600;12 50 26.61;+25 30 02.7; 7.50
192.7782500;+10.9121111;NGC 4733                    ;14.900;12 51 06.78;+10 54 43.6; 5.66
192.9501667;-10.4548056;NGC 4742                    ;15.800;12 51 48.04;-10 27 17.3; 6.93
193.2116667;-42.6599722;NGC 4751                    ;35.000;12 52 50.80;-42 39 35.9; 9.57
193.0731667;+11.3136667;NGC 4754                    ;16.800;12 52 17.56;+11 18 49.2; 8.13
193.2335417;+11.2308056;NGC 4762                    ;10.800;12 52 56.05;+11 13 50.9; 7.69
193.3715417; +2.1683333;NGC 4772                    ;40.900;12 53 29.17;+02 10 06.0; 7.63
193.5218750;+27.1496389;NGC 4789A                   ; 4.040;12 54 05.25;+27 08 58.7;
194.7597500;+34.8594444;NGC 4861                    ; 9.950;12 59 02.34;+34 51 34.0;
195.1629583; +2.5014444;NGC 4900                    ;17.300;13 00 39.11;+02 30 05.2; 5.54
195.3676250; -4.5463889;NGC 4915                    ;29.400;13 01 28.23;-04 32 47.0;
196.0599583;-10.3396111;NGC 4939                    ;44.400;13 04 14.39;-10 20 22.6; 7.73
196.0547500; -5.5516111;NGC 4941                    ;22.000;13 04 13.14;-05 33 05.8; 6.83
196.3636667;-49.4678889;NGC 4945                    ; 3.800;13 05 27.28;-49 28 04.4; 7.30
197.7346250;+37.0589444;NGC 5005                    ;34.600;13 10 56.31;+37 03 32.2; 7.97
198.2541667;-19.5183056;NGC 5018                    ;41.800;13 13 01.00;-19 31 05.9; 8.42
198.0491667;+44.0380278;NGC 5023                    ; 6.690;13 12 11.80;+44 02 16.9;
198.3647500;+36.5936389;NGC 5033                    ;19.600;13 13 27.54;+36 35 37.1; 7.68
198.8498750;-16.3855556;NGC 5044                    ;33.100;13 15 23.97;-16 23 08.0; 8.74
199.2437083;-16.6348611;NGC 5054                    ;27.300;13 16 58.49;-16 38 05.5;
199.7283750;-21.0391111;NGC 5068                    ; 6.700;13 18 54.81;-21 02 20.8;
199.9085417;-12.6989722;NGC 5079                    ;31.200;13 19 38.05;-12 41 56.3;
200.0705000;-21.8275833;NGC 5084                    ;16.700;13 20 16.92;-21 49 39.3; 8.34
200.1040000;-20.6110278;NGC 5087                    ;24.800;13 20 24.96;-20 36 39.7; 9.09
200.4902500;-36.6302222;NGC 5102                    ; 4.110;13 21 57.66;-36 37 48.8;
201.3650833;-43.0191111;NGC 5128                    ; 4.350;13 25 27.62;-43 01 08.8; 7.15
201.9763750;-29.6180278;NGC 5153                    ;47.300;13 27 54.33;-29 37 04.9;
202.4534583;-17.9665000;NGC 5170                    ;42.900;13 29 48.83;-17 57 59.4; 6.51
202.5475417;+46.6708333;NGC 5198                    ;50.000;13 30 11.41;+46 40 15.0; 8.27
202.4021250;+58.4187222;NGC 5204                    ; 4.760;13 29 36.51;+58 25 07.4; 4.67
203.5117917;+47.9154722;NGC 5229                    ;11.700;13 34 02.83;+47 54 55.7;
203.9800833;+35.5882778;NGC 5240                    ;42.650;13 35 55.22;+35 35 17.8;
204.5126667;-17.8840278;NGC 5247                    ;22.200;13 38 03.04;-17 53 02.5;
204.3836250; +8.8850556;NGC 5248                    ;11.300;13 37 32.07;+08 53 06.2; 6.73
204.9832917;-31.6400278;NGC 5253                    ; 4.150;13 39 55.99;-31 38 24.1;
205.5349583;+35.6542500;NGC 5273                    ;16.600;13 42 08.39;+35 39 15.3; 5.97
207.1520417;-30.4285556;NGC 5298                    ;41.300;13 48 36.49;-30 25 42.8;
207.3133333;+60.1904167;NGC 5322                    ;33.100;13 49 15.20;+60 11 25.5; 8.65
208.3243750;+33.4907500;NGC 5347                    ;35.500;13 53 17.85;+33 29 26.7; 6.60
208.3399167;+40.3639444;NGC 5350                    ;37.800;13 53 21.58;+40 21 50.2;
208.3614167;+40.2831111;NGC 5353                    ;30.200;13 53 26.74;+40 16 59.2; 9.12
208.3612500;+40.3027500;NGC 5354                    ;35.300;13 53 26.70;+40 18 09.9; 8.50
208.4398333;+40.3388056;NGC 5355                    ;35.700;13 53 45.56;+40 20 19.7; 6.22
208.9167500;+40.4617778;NGC 5371                    ;37.800;13 55 40.02;+40 27 42.4; 8.07
209.2707500;+41.8460000;NGC 5383                    ;39.600;13 57 04.98;+41 50 45.6; 6.66
210.8371250;-41.3776944;NGC 5408                    ; 5.320;14 03 20.91;-41 22 39.7;
