index,z,D (Mpc)
497,0.0156676,68.19888724182857
498,0.01692,73.74122742857142
499,0.015731,68.47913297571426
500,0.0143488,62.377234549028564
501,0.011958,51.861401845714276
502,0.014013,60.89727501
503,0.014006,60.86643443999999
504,0.011738,50.896202759999994
505,0.011064,47.941766125714274
506,0.014607,63.51584763857142
507,0.009296,40.210352639999996
508,0.012635,54.83418525
509,0.012289,53.31436937571428
510,0.00542,23.354470285714285
511,0.012522,54.33771635999999
512,0.0142437,61.91392709867142
513,0.013469,58.50177411857142
514,0.012392,53.766692845714275
515,0.0172408,75.16305079131428
516,0.0134544,58.4375180544
517,0.013413,58.25532243857141
518,0.017425,75.97984553571428
519,0.013539,58.80987651857142
520,0.008546,36.93871763999999
521,0.0133859,58.13606708061428
522,0.018226,79.53508746857142
523,0.022847,100.15279460999999
524,0.017629,76.88477846142855
525,0.0269663,118.68634858152856
526,0.017782,77.56371224571427
527,0.017936,78.24728612571428
528,0.0261662,115.07515723902856
529,0.022217,97.33112181
530,0.008202,35.439740588571425
531,0.015594,67.87359786857142
532,0.019273,84.19049369571428
533,0.00580447,25.020693737060995
534,0.01965,85.86909642857142
535,0.021776,95.35797504
